timestamp_us,saddr,daddr,sport,dport,min_rtt,curr_rtt,srtt,rtt_var,queue_delay,loss_count,dup_ack,loss_rate_ppm,bytes_sent,bytes_acked,pkts_sent,pkts_acked,throughput_kbps,ack_interval,send_interval,inflight,rwnd,event
764908757555,74.48.174.95,104.17.106.111,57064,443,2294,2294,11746,7611,0,1,0,3392,728,729,5,4,81,41894,2304,0,16,2
764908900590,74.48.174.95,178.128.245.241,22,47208,0,0,0,0,0,0,0,0,0,1,0,1,0,173080,0,0,502,1
764909107120,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,0,0,43,43,1,1,1,206529,194197,0,502,1
764909272064,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,0,0,0,0,0,0,0,206529,194197,0,502,0
764909376036,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,0,0,0,0,0,0,0,206529,194197,0,502,0
764909480043,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,2,0,1120,0,1,0,0,206529,494740,1120,502,0
764909584041,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,2,0,0,0,0,0,0,206529,494740,1120,502,0
764909688039,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,0,0,0,1120,0,1,86,491269,494740,0,501,0
764909796039,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,0,0,0,0,0,0,0,491269,494740,0,501,0
764909904027,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,0,0,0,0,0,0,0,491269,494740,0,501,0
764910012037,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,0,0,0,0,0,0,0,491269,494740,0,501,0
764910120023,74.48.174.95,178.128.245.241,22,47208,379591,379591,379591,189795,0,0,1,0,1196,0,1,0,0,491269,614814,1196,501,0
764910224037,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,1196,0,1,92,609879,614814,0,501,0
764910332034,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,609879,614814,0,501,0
764910440026,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,609879,614814,0,501,0
764910544036,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,609879,614814,0,501,0
764910648038,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,609879,614814,0,501,0
764910756021,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,609879,614814,0,501,0
764910864026,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,609879,614814,0,501,0
764910968058,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,609879,614814,0,501,0
764911072041,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,609879,614814,0,501,0
764911176050,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,609879,614814,0,501,0
764911280040,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,2,0,68,0,1,0,0,609879,1192015,68,501,0
764911384046,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,2,0,0,0,0,0,0,609879,1192015,68,501,0
764911488049,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,68,0,1,5,1191636,1192015,0,501,0
764911592035,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,1191636,1192015,0,501,0
764911696026,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,1191636,1192015,0,501,0
764911800028,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,1191636,1192015,0,501,0
764911904062,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,0,0,0,0,0,0,0,1191636,1192015,0,501,0
764912012028,74.48.174.95,178.128.245.241,22,47208,379591,791822,431119,245404,412231,0,1,0,68,0,1,0,0,1191636,714800,68,501,0
764912116034,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,0,0,0,68,0,1,5,704171,714800,0,501,0
764912220028,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,0,0,0,0,0,0,0,704171,714800,0,501,0
764912324030,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,0,0,0,0,0,0,0,704171,714800,0,501,0
764912428040,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764912532054,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764912636042,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764912740036,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764912844034,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764912948059,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913052078,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913156048,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913260048,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913364061,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913468041,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913572044,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913676048,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913780034,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913884042,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764913988030,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764914092038,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764914200038,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764914304025,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764914408024,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764914512024,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764914616072,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764914720041,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764914824037,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764914928052,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,714800,0,501,0
764915032031,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,68,0,1,0,0,704171,3085500,68,501,0
764915136203,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,1,0,0,0,0,0,0,704171,3085500,68,501,0
764915240033,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,0,0,0,68,0,1,5,3104540,3085500,0,501,0
764915344079,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,0,0,0,0,0,0,0,3104540,3085500,0,501,0
764915448052,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,0,0,0,0,0,0,0,3104540,3085500,0,501,0
764915552034,74.48.174.95,178.128.245.241,22,47208,379591,880799,487329,296473,501208,0,0,0,0,0,0,0,0,3104540,3085500,0,501,0
764921760211,74.48.174.95,167.99.210.80,22,46688,0,0,0,0,0,0,0,0,0,1,0,1,0,133977,0,0,502,1
764921911471,74.48.174.95,167.99.210.80,22,46688,285195,285195,285195,142597,0,0,0,0,43,43,1,1,2,151259,151259,0,502,1
764922032077,74.48.174.95,167.99.210.80,22,46688,285195,285195,285195,142597,0,0,1,0,1120,0,1,0,0,151259,134009,1120,502,0
764922136058,74.48.174.95,167.99.210.80,22,46688,285195,285195,285195,142597,0,0,0,0,1196,1120,1,1,86,134201,145028,1196,501,0
